gene	p_snp_total	p_snp_synonymous	p_snp_missense	p_snp_lof	p_snp_cadd_l5	p_snp_cadd_g20	p_snp_cadd_g30
FSCB	2.86991605548424e-05	8.07402486088247e-06	1.9666728325696e-05	9.22866415542479e-07	2.36332088002293e-05	1.13529894940261e-05	6.4299459081076e-06
FSCN1	4.50789274038359e-05	1.60429912576855e-05	2.82431961159041e-05	5.37928429340371e-07	4.35786837029175e-05	2.72969990170222e-05	9.12017337173e-06
FSCN2	3.18608689178201e-05	9.84507536782271e-06	2.09326489524354e-05	7.7961968084459e-07	2.81705611498366e-05	2.03689517407755e-05	7.21536889046122e-06
FSCN3	2.41916245085803e-05	5.36171929304183e-06	1.69264373829708e-05	1.56699628280136e-06	2.12872379863281e-05	1.47473231246817e-05	5.38119907130003e-06
FSD1	3.0052824676559e-05	8.24832241549366e-06	2.03015313331237e-05	6.41180021198832e-07	2.78060217412529e-05	1.92396162766309e-05	6.58467701579955e-06
FSD1L	1.96743862926445e-05	4.96508582580209e-06	1.33939095783425e-05	9.41549662060913e-07	1.71211417458603e-05	1.35216031342625e-05	5.63932476494625e-06
FSD2	3.00665858903355e-05	8.66282491385363e-06	1.99648930691264e-05	1.24293086326412e-06	2.51654856841908e-05	1.90607634157981e-05	7.72206099999645e-06
FSHB	4.95361864452133e-06	1.33437615302874e-06	3.3370091016631e-06	2.32508905903974e-07	4.46864115552673e-06	3.0067341684295e-06	8.71601598206457e-07
FSHR	2.48421855191347e-05	6.8124560700087e-06	1.71502876697969e-05	6.34841226636243e-07	2.20357734990236e-05	1.46934970702968e-05	4.95681061270071e-06
FSIP1	1.94908393049001e-05	4.90526615075751e-06	1.36748032378322e-05	6.20041233539793e-07	1.68900317162695e-05	1.02663610874494e-05	3.85258973332891e-06
FSIP2	0.000220714020774477	5.85047021271668e-05	0.000152975740803787	8.63236185884236e-06	0.000194996921464557	9.97938224940036e-05	3.83071425028969e-05
FST	1.5300589762617e-05	4.6332862174244e-06	1.00494568102377e-05	5.03006804304294e-07	1.44472005689451e-05	1.07814337841997e-05	3.79641657638605e-06
FSTL1	1.37200843964578e-05	3.72652651272735e-06	9.17557314359449e-06	4.92727058033207e-07	1.31047743215464e-05	9.94318600146986e-06	3.51670181381129e-06
FSTL3	1.02329299255381e-05	3.49318619657347e-06	6.45145562104142e-06	2.48729307390898e-07	9.63430397261916e-06	5.59363454372181e-06	2.16641225096664e-06
FSTL4	4.24700480563124e-05	1.30722722086041e-05	2.75135426170684e-05	1.60271680056577e-06	3.70722763855243e-05	2.48232241989412e-05	1.16900611803303e-05
FSTL5	3.00520085852495e-05	7.93124298386839e-06	2.04991202325086e-05	1.29433818304238e-06	2.64570202768568e-05	2.06997758401451e-05	6.68567024830532e-06
FTCD	2.29816882525353e-05	6.18860488364143e-06	1.54439075940769e-05	7.39369363566881e-07	1.97431914750477e-05	1.41803248133835e-05	6.28763691119803e-06
FTCDNL1	3.84721558570903e-07	1.74795351230046e-07	2.00360850203155e-07	2.61358370587838e-09	3.55188727374432e-07	1.95168749884485e-07	3.34415873635959e-08
FTH1	1.06726135478224e-05	2.62966358359525e-06	7.07262270480478e-06	5.73232101233758e-07	9.55717370556748e-06	7.0935519988499e-06	2.02831753372474e-06
FTHL17	1.23481076807391e-05	4.44567385105371e-06	7.63929386789821e-06	2.21543559741556e-07	9.77948483980543e-06	6.01116540909209e-06	2.87341212882595e-06
FTL	1.03082341069528e-05	3.19472325160869e-06	6.84631712680092e-06	1.6169847371912e-07	9.69628117016414e-06	7.64699724385768e-06	1.20665862864764e-06
FTMT	1.66838945360948e-05	5.5719375266416e-06	1.07419819041326e-05	3.28382263220722e-07	1.44315570841956e-05	9.10804396065601e-06	3.87579066201153e-06
FTO	2.26065887513915e-05	5.02176219083443e-06	1.58532485925104e-05	1.36877517237833e-06	1.92649070109333e-05	1.52124299974591e-05	7.16359972538976e-06
FTSJ1	1.24731118927253e-05	3.05907380098566e-06	8.36844370562974e-06	3.08046599056477e-07	1.11869396197703e-05	8.55502322139158e-06	2.81530501052434e-06
FTSJ2	1.33062738352871e-05	3.81644552131843e-06	8.97926433262529e-06	4.12301577159625e-07	1.17469491396341e-05	7.9277860403191e-06	3.79321564123957e-06
FTSJ3	4.00391392005432e-05	8.98658170345371e-06	2.82519432320437e-05	2.04513815538749e-06	3.58221741451349e-05	2.73074175403298e-05	1.20801081604033e-05
FUBP1	2.54518015490261e-05	6.19074172112487e-06	1.77499277433075e-05	1.13787482307177e-06	2.31195772606693e-05	1.84182776187435e-05	7.37240935119373e-06
FUBP3	2.73760980533892e-05	7.88271466870174e-06	1.82227052183745e-05	9.26463711155794e-07	2.55877090285905e-05	1.78858814003164e-05	8.26285029399255e-06
FUCA1	1.31676056433151e-05	3.36146586486017e-06	8.99683513833626e-06	6.15844162449708e-07	1.14555287274145e-05	8.93673990377284e-06	3.96848941972235e-06
FUCA2	1.89825389551392e-05	5.13443308714753e-06	1.2649835952601e-05	9.58170185318001e-07	1.73621893380501e-05	1.21999178406472e-05	5.57600933752753e-06
FUK	3.23538043993822e-05	9.47279601482381e-06	2.14448209307469e-05	9.82222211588367e-07	2.96843387809703e-05	1.88992546349575e-05	8.6884764646593e-06
FUNDC1	5.60204882670118e-06	1.51841171966123e-06	3.63976256569619e-06	3.98325180655512e-07	5.09940388001988e-06	4.11166050575843e-06	1.30871379667186e-06
FUNDC2	5.71282575232438e-06	1.29985980519995e-06	3.98645933122487e-06	3.47852599415291e-07	5.20313455833055e-06	4.10710749227059e-06	1.2023688160577e-06
FUOM	3.23042871594436e-06	8.59433814030669e-07	2.18176405037867e-06	6.46809932403525e-08	2.97782740560075e-06	1.63552390686385e-06	3.64153037221293e-07
FURIN	4.50765069968087e-05	1.40673006705605e-05	2.93941147752213e-05	1.17602016996492e-06	4.12353055082904e-05	2.66743441835159e-05	1.02579905387928e-05
FUS	2.05431636597726e-05	5.05136907532379e-06	1.39244473290312e-05	1.12708822680755e-06	1.89847259007194e-05	1.44400643765489e-05	4.60724914482894e-06
FUT1	2.32851589678144e-05	7.14475336834231e-06	1.56762271803242e-05	4.17200919444739e-07	1.94739502457162e-05	1.47085707747256e-05	5.44871329293687e-06
FUT10	1.99481352488405e-05	4.78790479132589e-06	1.35420764879049e-05	1.22638906738931e-06	1.77207267593416e-05	1.20552381223553e-05	4.73143184816016e-06
FUT11	3.89490168158618e-05	1.29167657888968e-05	2.5018625028778e-05	7.84097068099681e-07	3.44545169283952e-05	2.30017097864981e-05	1.07414319812592e-05
FUT2	2.08372721730312e-05	6.56709947075866e-06	1.35322361086014e-05	6.94535716102005e-07	1.77808183993437e-05	1.26084314563736e-05	4.11975585644162e-06
FUT3	2.29346184203444e-05	7.06497264944343e-06	1.50975648000224e-05	7.30484568832906e-07	1.86133465066617e-05	1.30474581759018e-05	5.12169606352589e-06
FUT4	3.27519063815436e-05	1.13591749941735e-05	2.06298960733675e-05	7.62835314002678e-07	2.93097604225062e-05	1.90139037207302e-05	6.58632949847207e-06
FUT5	2.4597050904561e-05	7.68297635411553e-06	1.61973104211555e-05	6.63807898720715e-07	2.16093843397728e-05	1.18990304008306e-05	4.25059708638352e-06
FUT6	2.42679707483311e-05	7.63692716364037e-06	1.5769301940644e-05	7.63084689878657e-07	2.08430197866831e-05	1.37332598815564e-05	5.49512965221929e-06
FUT7	2.38975399364514e-05	6.52549978877954e-06	1.62818824448204e-05	1.03328178006955e-06	2.04791404859063e-05	1.33542811712259e-05	5.20992641154394e-06
FUT8	2.40880579041031e-05	5.09252301688122e-06	1.6940692693212e-05	1.72984652740965e-06	2.22382743156043e-05	1.68276869700348e-05	5.88598682876372e-06
FUT9	1.3358233630889e-05	3.51565973628408e-06	9.11995331789944e-06	6.83228383524173e-07	1.15174667430609e-05	8.79922467715504e-06	2.96227502102436e-06
FUZ	1.13956596421431e-05	3.148156598481e-06	7.41818808892415e-06	3.08293215458158e-07	1.02674322101162e-05	7.26902161727364e-06	2.35499538662771e-06
FXN	7.02730232202815e-06	1.3358543770079e-06	5.29754225071838e-06	2.58673688448796e-07	6.38780955212736e-06	4.22826463129086e-06	1.68336984657975e-06
FXR1	2.6893157080513e-05	6.19946659460357e-06	1.88872019795307e-05	1.34165001362474e-06	2.47157885385713e-05	2.07280458091009e-05	8.81399108740263e-06
FXR2	3.28791950539816e-05	7.37399626494409e-06	2.34347056886547e-05	1.79437972104977e-06	3.01773203801328e-05	2.44862808699928e-05	1.14164815407165e-05
FXYD1	5.28257858442653e-06	1.52520342551834e-06	3.47655117347025e-06	5.81568175423218e-08	4.97826126135529e-06	3.43065966864282e-06	9.10161341829874e-07
FXYD2	1.82705961885158e-06	4.51223380288632e-07	1.21876633112674e-06	5.81929260368865e-08	1.58746591173439e-06	9.93374155790985e-07	5.71086183620921e-07
FXYD3	6.95978949856231e-06	1.92736732518095e-06	4.43080954594013e-06	1.7609683900424e-07	4.90418333147133e-06	4.23108009735362e-06	2.4572887249852e-06
FXYD4	3.66317815485015e-06	1.13798373615888e-06	2.28430990526541e-06	8.38606548577399e-08	2.89731950057357e-06	2.21639827566576e-06	9.01956437657122e-07
FXYD5	1.14977689506649e-05	2.48648203142814e-06	8.20326051775707e-06	3.99785176781555e-07	9.12449107753545e-06	6.31092265936646e-06	3.80700061194128e-06
FXYD6	3.77376411706201e-06	6.72680821251868e-07	2.78307430016004e-06	1.61141320382015e-07	3.55972036910625e-06	2.58194768191367e-06	1.07944037318321e-06
FXYD6-FXYD2	3.14750726718632e-06	4.69716861957369e-07	2.39327157767131e-06	1.86383574600924e-07	2.96719315544732e-06	2.1439339884451e-06	7.59596627064473e-07
FXYD7	4.67889205784702e-06	1.37298905031541e-06	2.9440773797352e-06	8.59099441544549e-08	4.04776311173833e-06	2.69904961173901e-06	1.04074242922152e-06
FYB	2.93926236503862e-05	8.63485594623845e-06	1.94224815997693e-05	9.99440949921988e-07	2.53736147713764e-05	1.67634287640696e-05	6.86931619463307e-06
FYCO1	6.63325295718804e-05	1.89347975803815e-05	4.42922708905381e-05	2.7709964138431e-06	5.79553755572974e-05	3.73451370353393e-05	1.797162657288e-05
FYN	2.72696267563721e-05	7.40085263462666e-06	1.82537137934033e-05	1.27981642169295e-06	2.47552126065479e-05	1.87269049757924e-05	8.87317110618821e-06
FYTTD1	1.54538050678691e-05	3.71100681857092e-06	1.07332704426756e-05	6.88443767361442e-07	1.41383894585934e-05	1.13238779997281e-05	4.33535982686506e-06
FZD1	4.20901345350532e-05	1.52261697051729e-05	2.59958359568192e-05	8.68128873061055e-07	3.77839902817051e-05	2.60047553607452e-05	9.656163077453e-06
FZD10	4.60151799010199e-05	3.12374941238305e-06	3.97462765701321e-05	3.05233617166552e-06	4.07825922980159e-05	2.87153351658795e-05	9.3290534473485e-06
FZD2	4.52591069360451e-05	1.6004678700506e-05	2.84538879833344e-05	8.00540252204802e-07	4.13427038451014e-05	2.77232645642869e-05	1.00814313415996e-05
FZD3	2.74130118549047e-05	6.43988158423185e-06	1.94638405806374e-05	1.38331146436533e-06	2.5011677011757e-05	1.96100933193506e-05	6.37952825761318e-06
FZD4	2.27580190946791e-05	6.4358396693021e-06	1.56672746992396e-05	5.94403783133004e-07	2.05687781606661e-05	1.44334109740696e-05	4.21136247399178e-06
FZD5	4.74861238176319e-05	1.70088243490448e-05	2.97108985742992e-05	7.31308198775214e-07	4.11167596385812e-05	3.15544776048451e-05	1.19426968680228e-05
FZD6	2.69990318813211e-05	6.88418583982756e-06	1.84316380426084e-05	1.38114280579971e-06	2.37586337534288e-05	1.76181956884556e-05	7.20435325830796e-06
FZD7	4.83213799083764e-05	1.74391221908287e-05	3.01419479709948e-05	7.03698491315459e-07	4.18363054410059e-05	3.01230517689966e-05	1.17047818186281e-05
FZD8	4.59786654610692e-05	1.67370405394207e-05	2.84264843573672e-05	7.73544162235698e-07	4.00907602369952e-05	3.05741834550438e-05	8.01961405080859e-06
FZD9	2.95551993344879e-05	1.00815282016524e-05	1.89538157408091e-05	5.19855392026441e-07	2.45002687995794e-05	2.05088532900873e-05	6.4203101068852e-06
FZR1	2.65483056407513e-05	7.48882465967759e-06	1.77016503434087e-05	5.2057547788999e-07	2.46320326119176e-05	1.68378862919772e-05	7.51159658613431e-06
G2E3	2.45121694285275e-05	5.7234898100709e-06	1.68181693071805e-05	1.62847810148557e-06	2.13955084069244e-05	1.62239699862054e-05	6.40618200144447e-06
G3BP1	1.79669092582955e-05	4.12828100510531e-06	1.24373001217924e-05	1.12689025028756e-06	1.66001214557948e-05	1.36445540229832e-05	3.56470393381494e-06
G3BP2	1.97894008156615e-05	4.1095233574963e-06	1.44229773160994e-05	9.40182631636569e-07	1.8023884062841e-05	1.50435364889785e-05	4.79279170422572e-06
G6PC	1.58519982576259e-05	4.32896117321827e-06	1.06996352117082e-05	7.091152864294e-07	1.36992096533269e-05	9.91843224238018e-06	3.82134687002278e-06
G6PC2	1.34921195980251e-05	3.22014447435012e-06	9.38438885643722e-06	7.67969304703623e-07	1.19869477922726e-05	8.27566203063083e-06	3.11481192813332e-06
G6PC3	1.76178870881621e-05	4.38190143675851e-06	1.21951510837105e-05	7.06061312404877e-07	1.63346731025498e-05	1.13897422216683e-05	3.96891036644407e-06
G6PD	3.45936720838909e-05	1.01685013660609e-05	2.284797114452e-05	8.54810322718353e-07	2.83629744343966e-05	2.37094373103219e-05	1.02116160898875e-05
GAA	5.32311581703309e-05	1.7011601275424e-05	3.40247440265355e-05	1.34290725879464e-06	4.41100448590189e-05	3.16660354720349e-05	1.49271342187259e-05
GAB1	2.87787673212428e-05	7.06001003215639e-06	1.99673950723732e-05	1.47746107632788e-06	2.61562336017657e-05	1.91762908871259e-05	7.94241647242318e-06
GAB2	3.0696138709937e-05	8.27803958136109e-06	2.09043751025615e-05	1.33279678767709e-06	2.75563379818574e-05	1.99080167901807e-05	7.83920604582774e-06
GAB3	2.41918566997045e-05	6.35434317140536e-06	1.67126532934677e-05	9.60375731789756e-07	2.06591080147144e-05	1.49535348270414e-05	7.32980091136183e-06
GAB4	2.27888412800421e-05	6.40383027227606e-06	1.55054098034639e-05	5.24880879086241e-07	1.92928483150419e-05	1.08381960105884e-05	4.42166556863841e-06
GABARAP	6.53982951077062e-06	1.59867092994632e-06	4.25613823207087e-06	4.02194574380983e-07	6.02378308489272e-06	5.16780116601828e-06	1.78118673807427e-06
GABARAPL1	3.94761184879124e-06	1.07888304753412e-06	2.63120906591897e-06	1.11889834608916e-07	3.22332073402518e-06	2.9158661949882e-06	1.23996160742841e-06
GABARAPL2	5.74082150664752e-06	1.47638931539929e-06	3.6256635578077e-06	3.75113135989836e-07	5.46837748644303e-06	3.89885127377489e-06	1.05853677803161e-06
GABBR1	3.99290103627186e-05	1.04867472621535e-05	2.72936732034953e-05	1.60904806990611e-06	3.68192079627262e-05	2.92034298661174e-05	1.28487724695602e-05
GABBR2	4.48780392596354e-05	1.34741367269987e-05	2.94840891328173e-05	1.26709315328853e-06	4.1401877801378e-05	3.01966173428074e-05	1.08319947443024e-05
GABPA	1.7904962932596e-05	4.62353238958914e-06	1.21759320307915e-05	9.42242522950611e-07	1.60531897761473e-05	1.28926776937986e-05	4.17089391490148e-06
GABPB1	1.50545040578114e-05	3.54544012983335e-06	1.02762639988618e-05	8.99949858884844e-07	1.35369645951976e-05	1.11061271241207e-05	3.5546272029912e-06
GABPB2	1.7315941461734e-05	4.61337027015182e-06	1.16968872314921e-05	8.50207720564511e-07	1.52025314155393e-05	1.08592400399502e-05	4.77972291104893e-06
GABRA1	1.87484103722047e-05	5.19068698223626e-06	1.27945628970108e-05	5.86017529120144e-07	1.70576204516561e-05	1.3385251379176e-05	4.61231040667826e-06
GABRA2	1.67333498606654e-05	3.81048044091211e-06	1.17506279989152e-05	8.75031759684173e-07	1.49383020128664e-05	1.19101574381873e-05	5.08537455203957e-06
GABRA3	2.14109899603108e-05	5.69819019050396e-06	1.47102515940537e-05	7.41658130083745e-07	1.92117605417176e-05	1.54539596400407e-05	6.14400967412948e-06
GABRA4	2.36845733359163e-05	5.88601195561647e-06	1.63465855444522e-05	1.03647670351121e-06	2.11157701054325e-05	1.54176578835673e-05	6.3661764237948e-06
GABRA5	2.54440348880934e-05	8.1703210034249e-06	1.63462881759971e-05	6.44364778184207e-07	2.33546650333829e-05	1.6204583044197e-05	7.13627649978004e-06
GABRA6	1.92312326152489e-05	5.47286667758649e-06	1.28816050190405e-05	5.72321040151569e-07	1.68967712945857e-05	1.26821520074061e-05	5.17686711099176e-06
GABRB1	2.37804283007834e-05	6.06224562727878e-06	1.6211606610597e-05	1.15386041355307e-06	2.16372476533312e-05	1.54938174174857e-05	5.78122744958097e-06
GABRB2	2.28274363151497e-05	5.97739607132501e-06	1.57082157626738e-05	8.18886955631969e-07	2.05312063698346e-05	1.64290440223109e-05	6.56500393272487e-06
GABRB3	2.68444887944513e-05	7.49697572251089e-06	1.77790275257003e-05	1.23624050219246e-06	2.43258338423743e-05	1.79273884422211e-05	7.31723975168664e-06
GABRD	2.76589647198225e-05	9.22065845975066e-06	1.76148265638601e-05	5.20276482564398e-07	2.40118821901378e-05	1.81514112626777e-05	6.32672644515861e-06
GABRE	2.2972930541745e-05	5.62561816849696e-06	1.65292485969452e-05	6.30640509673768e-07	1.99087232043557e-05	1.38621375771291e-05	4.42355104444586e-06
GABRG1	1.69872593643425e-05	4.15235359124316e-06	1.18993410860845e-05	6.8122735295829e-07	1.52160474977432e-05	1.23091019274956e-05	4.42882063301431e-06
GABRG2	2.00342831172114e-05	5.22481523461928e-06	1.35681006998573e-05	8.71878261983339e-07	1.83530727112205e-05	1.49292734145097e-05	5.56039575641603e-06
GABRG3	2.28799024060487e-05	6.63940051023614e-06	1.51085284402106e-05	7.63320574123411e-07	2.0747830698867e-05	1.53033408156995e-05	5.70782583759929e-06
GABRP	1.96549862900509e-05	5.38023586450043e-06	1.3465068118542e-05	6.57213954328748e-07	1.80475646693226e-05	1.30442987282764e-05	5.53372370558165e-06
GABRQ	3.16534238968018e-05	9.17001692152646e-06	2.11023834196965e-05	1.19632096326303e-06	2.66887474851241e-05	1.82572847457697e-05	7.79559786811227e-06
GABRR1	2.40847130904577e-05	6.96674879294731e-06	1.60017115595793e-05	8.76800331253784e-07	2.14238032546527e-05	1.6838176735406e-05	7.26378295399018e-06
GABRR2	2.4005088086189e-05	7.06108299979937e-06	1.61784608592934e-05	5.69129707613746e-07	2.17364358635727e-05	1.5943500510766e-05	6.71994737157543e-06
GABRR3	1.69027038841806e-05	4.49990369404043e-06	1.168283851048e-05	5.22172251747782e-07	1.47239947437238e-05	6.0013569318359e-06	2.73907469822712e-06
GAD1	3.05946059988334e-05	8.11343425412736e-06	2.09379993782958e-05	9.82664057514193e-07	2.79739227907482e-05	2.09132323698599e-05	7.98425694695529e-06
GAD2	2.85784780349037e-05	8.38212983585885e-06	1.84788150395552e-05	1.01441502951922e-06	2.60749522449858e-05	1.89228516278388e-05	7.41790930698758e-06
GADD45A	1.23729214189363e-05	4.25498779241368e-06	7.56245828931521e-06	1.89742573114059e-07	1.12244631836306e-05	7.71066234698416e-06	3.01280586011981e-06
GADD45B	1.24251503369636e-05	3.96408083245106e-06	7.8424327025724e-06	3.14023498808522e-07	1.12983920705836e-05	8.1796525621275e-06	2.89152703162514e-06
GADD45G	1.04056448907271e-05	3.80604640924469e-06	6.25109392676279e-06	1.2745622560958e-07	9.57906407868243e-06	6.08805098239835e-06	2.0234049083211e-06
GADD45GIP1	1.31968360040419e-05	3.97548991165559e-06	8.66847688890313e-06	5.38026129433725e-07	1.19943275828087e-05	8.75565257271027e-06	3.02673686450844e-06
GADL1	1.87608146231907e-05	4.93316528971982e-06	1.29002460984605e-05	6.64604495154273e-07	1.70090966121722e-05	1.31418316466606e-05	5.39629873099946e-06
GAGE1	6.06367350116885e-06	1.34821586988462e-06	4.22045955139606e-06	3.0043533923035e-07	4.8115765619952e-06	2.468005696476e-06	1.38967064942934e-06
GAGE10	4.66518974433639e-06	1.03844136381435e-06	3.19099692228543e-06	2.45579959369607e-07	3.99403873048453e-06	1.76350030488834e-06	8.04307189243092e-07
GAGE12B	1.98636563933899e-07	4.21692880574571e-08	1.05818968538269e-07	2.42127458141633e-08	1.64785931355491e-07	7.01878282608563e-08	4.32014195335279e-08
GAGE12C	5.07115608202939e-06	1.19131140391108e-06	3.40684922701353e-06	2.78432710446957e-07	4.43908676263549e-06	2.28701895975266e-06	9.71498573034323e-07
GAGE12D	5.07115608202939e-06	1.19131140391108e-06	3.40684922701353e-06	2.78432710446957e-07	4.14903278002907e-06	2.4423008755825e-06	1.06223530111844e-06
GAGE12E	5.07115608202939e-06	1.19131140391108e-06	3.40684922701353e-06	2.78432710446957e-07	4.24786880000877e-06	2.50484956275198e-06	1.09961694393717e-06
GAGE12F	5.31430551805556e-06	1.19291991366733e-06	3.65020644416768e-06	2.76616419562737e-07	4.66404192272505e-06	2.61954774300202e-06	9.33025925756752e-07
GAGE12G	5.31430551805556e-06	1.19291991366733e-06	3.65020644416768e-06	2.76616419562737e-07	4.51684536653711e-06	2.94610564480498e-06	9.90568718962861e-07
